,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,pop_weighted
32240,2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.1,,,24.5,33.7,150293,9013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.3409779 41.8580807),38.0,4373526.3
28382,2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,29.9,40.9,116418,9015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-71.9907017 41.8249987),39.0,4109555.3999999994
30828,2021,DE,Delaware,Kent,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.3,,,35.4,47.2,184149,10001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.5029819 39.0970884),1046.0,7605353.699999999
26819,2021,DE,Delaware,New Castle,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,29.1,40.4,571708,10003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.6441324 39.5759152),1047.0,19781096.8
31971,2021,DE,Delaware,Sussex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.0,,,29.6,40.9,247527,10005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.3370237 38.6732275),1048.0,8663445.0
19221,2021,DC,District of Columbia,District of Columbia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.5,,,19.6,30.1,670050,11001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.0165167 38.9042474),1049.0,16416225.0
25966,2021,GA,Georgia,Appling,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,31.2,47.0,18488,13001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.2901025 31.739712),1094.0,721032.0
33715,2021,GA,Georgia,Atkinson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,31.8,47.9,8391,13003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.8781511 31.2968056),1095.0,333122.7
29498,2021,GA,Georgia,Bacon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.4,45.1,11079,13005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4514325 31.5502095),1143.0,412138.80000000005
35625,2021,GA,Georgia,Baker,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,33.5,50.3,2819,13007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.4548812 31.3195798),1144.0,117552.3
31473,2021,GA,Georgia,Baldwin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.1,,,33.4,49.0,43781,13009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.2554566 33.0594897),56.0,1799399.1
19462,2021,GA,Georgia,Banks,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.2,,,25.6,41.2,18562,13011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4984409 34.3519216),1145.0,616258.4
20153,2021,GA,Georgia,Barrow,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,31.9,45.9,86658,13013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.7123025 33.9920094),1146.0,3353664.6
32469,2021,GA,Georgia,Bartow,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,27.1,40.9,110843,13015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.8381879 34.2409175),1147.0,3746493.4
33479,2021,GA,Georgia,Ben Hill,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.8,,,36.2,51.0,17158,13017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.147197 31.7407715),1148.0,751520.3999999999
30194,2021,GA,Georgia,Berrien,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,30.5,45.5,18147,13019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.2278695 31.2886522),57.0,687771.2999999999
21322,2021,GA,Georgia,Bibb,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.3,,,32.9,46.2,156762,13021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.6941941 32.8088446),1149.0,6160746.6
26520,2021,GA,Georgia,Bleckley,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,29.5,44.1,12607,13023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.3317174 32.4354034),1150.0,460155.5
18600,2021,GA,Georgia,Brantley,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.3,,,32.5,48.7,18101,13025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9829779 31.1973339),1151.0,729470.2999999999
24409,2021,GA,Georgia,Brooks,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.5,46.9,16270,13027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.5819054 30.8229337),1152.0,636157.0
28080,2021,GA,Georgia,Bryan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.9,,,26.9,41.4,46938,13029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.4385431 32.0179692),1153.0,1591198.2
33794,2021,GA,Georgia,Bulloch,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,29.8,43.2,82442,13031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.7416185 32.3944811),1154.0,2992644.5999999996
34662,2021,GA,Georgia,Burke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,31.6,48.7,24310,13033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.0001638 33.0601805),1155.0,967537.9999999999
20872,2021,GA,Georgia,Butts,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.5,46.9,25781,13035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.9582206 33.2903551),58.0,1008037.1000000001
21025,2021,GA,Georgia,Calhoun,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.9,,,37.5,54.5,5509,13037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.6262895 31.521279),1156.0,252863.1
25256,2021,GA,Georgia,Camden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,29.8,43.5,55664,13039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.6420193 30.913358),1157.0,2026169.5999999999
21780,2021,GA,Georgia,Candler,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.2,,,33.0,49.8,11037,13043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.0712656 32.4039497),59.0,454724.4
32852,2021,GA,Georgia,Carroll,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.4,,,28.5,42.4,121968,13045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.0805272 33.5822366),1158.0,4317667.2
35087,2021,GA,Georgia,Catoosa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,29.4,43.7,68397,13047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.1393851 34.9002118),60.0,2482811.0999999996
33834,2021,GA,Georgia,Charlton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,34.3,50.9,12766,13049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.1396442 30.7799036),1159.0,541278.4
18434,2021,GA,Georgia,Chatham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.1,,,27.4,39.3,296329,13051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.085184 31.9804037),1160.0,9808489.9
20813,2021,GA,Georgia,Chattahoochee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,29.6,46.0,9048,13053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.7880206 32.3474454),1161.0,340204.8
18237,2021,GA,Georgia,Chattooga,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,29.9,45.7,24932,13055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.3452894 34.4741785),61.0,937443.2000000001
31028,2021,GA,Georgia,Cherokee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.8,,,25.5,36.2,274615,13057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.4750574 34.2443166),1162.0,8458142.0
34962,2021,GA,Georgia,Clarke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,29.2,42.1,128711,13059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.3671522 33.9521852),2236.0,4594982.7
34666,2021,GA,Georgia,Clay,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.6,,,35.1,52.5,2882,13061,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.9925826 31.6198309),1163.0,125655.2
22280,2021,GA,Georgia,Clayton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.7,,,38.6,48.9,297100,13063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.3555727 33.5426863),1164.0,12983270.0
33658,2021,GA,Georgia,Clinch,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.1,,,33.8,50.9,6725,13065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.7026143 30.9176531),1165.0,283122.5
20708,2021,GA,Georgia,Cobb,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.8,,,25.5,34.5,766802,13067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5741213 33.9399286),1166.0,22850699.6
19396,2021,GA,Georgia,Coffee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.5,,,35.4,50.1,43386,13069,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.8449401 31.5492452),1118.0,1843905.0
35266,2021,GA,Georgia,Colquitt,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.8,,,34.7,49.2,45812,13071,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.769773 31.1897075),62.0,1914941.5999999999
28785,2021,GA,Georgia,Columbia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.4,,,28.8,40.6,159639,13073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.2496077 33.5520746),1119.0,5491581.6
26033,2021,GA,Georgia,Cook,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,30.6,46.7,17225,13075,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4294448 31.1525157),63.0,661440.0
23658,2021,GA,Georgia,Coweta,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.3,,,26.9,40.1,149956,13077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.7621381 33.3528965),1120.0,4993534.8
18377,2021,GA,Georgia,Crawford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,31.0,46.8,12153,13079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.9791874 32.7094283),1121.0,469105.8
20631,2021,GA,Georgia,Crisp,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,34.9,51.5,19879,13081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.7565301 31.9202675),64.0,854797.0
31265,2021,GA,Georgia,Dade,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.2,,,27.6,42.8,16326,13083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.5062006 34.8524237),1122.0,574675.2000000001
35326,2021,GA,Georgia,Dawson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.5,,,25.0,40.2,28497,13085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1732611 34.4426077),1123.0,926152.5
31618,2021,GA,Georgia,Decatur,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.2,,,30.4,46.1,29038,13087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5838902 30.8806431),1124.0,1109251.6
18639,2021,GA,Georgia,DeKalb,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.9,,,28.2,37.7,757718,13089,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2263432 33.7706611),1125.0,24928922.2
35006,2021,GA,Georgia,Dodge,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,30.4,45.2,19759,13091,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.1678658 32.164369),1126.0,742938.4
20459,2021,GA,Georgia,Dooly,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.1,,,32.9,49.6,10885,13093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.807167 32.1519954),65.0,447373.5
29742,2021,GA,Georgia,Dougherty,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.6,,,34.5,48.8,84844,13095,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.20904 31.5325876),1127.0,3529510.4
20031,2021,GA,Georgia,Douglas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,28.8,42.9,145814,13097,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.7673139 33.7012421),1128.0,5220141.199999999
30245,2021,GA,Georgia,Early,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.7,,,34.6,51.4,10619,13099,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.9067225 31.3241906),1129.0,453431.30000000005
24598,2021,GA,Georgia,Echols,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,30.1,46.7,3699,13101,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.8973758 30.7140081),66.0,142041.6
25127,2021,GA,Georgia,Effingham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,29.6,45.6,66741,13103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.3433553 32.361688),1130.0,2502787.5
23609,2021,GA,Georgia,Elbert,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,,,30.3,46.4,19579,13105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.8419087 34.116413),1131.0,744002.0
35537,2021,GA,Georgia,Emanuel,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.3,,,33.1,50.2,22716,13107,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.2997628 32.5910995),1132.0,938170.7999999999
27828,2021,GA,Georgia,Evans,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.8,,,34.0,50.5,10672,13109,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.890153 32.1530834),67.0,446089.6
35619,2021,GA,Georgia,Fannin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.9,,,25.9,40.5,25817,13111,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.3173308 34.8665427),1133.0,849379.2999999999
18885,2021,GA,Georgia,Fayette,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,23.5,35.4,120574,13113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.4939407 33.4127172),1134.0,3532818.2
26152,2021,GA,Georgia,Floyd,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,32.3,45.9,98771,13115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.2136851 34.2636918),1135.0,3852069.0
22182,2021,GA,Georgia,Forsyth,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,25.5,,,20.3,31.5,260206,13117,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1274075 34.225143),1136.0,6635253.0
21387,2021,GA,Georgia,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,29.7,46.0,23785,13119,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.2275325 34.3752657),68.0,896694.5000000001
33511,2021,GA,Georgia,Fulton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.0,,,24.9,33.1,1065334,13121,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.4681816 33.7900338),1137.0,30894686.0
23732,2021,GA,Georgia,Gilmer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,27.9,43.4,32026,13123,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.4546244 34.6905055),1138.0,1130517.7999999998
27002,2021,GA,Georgia,Glascock,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.2,,,27.4,43.7,2919,13125,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.6069126 33.2274908),183.0,102748.8
28955,2021,GA,Georgia,Glynn,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.4,,,28.8,42.5,84739,13127,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.4964503 31.2127098),184.0,2999760.6
27361,2021,GA,Georgia,Gordon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.6,45.3,58237,13129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.8738622 34.5096669),1375.0,2166416.4000000004
31354,2021,GA,Georgia,Grady,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.4,,,32.8,48.2,25918,13131,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2450803 30.8759076),185.0,1047087.2
32053,2021,GA,Georgia,Greene,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,29.2,45.4,19536,13133,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.1666253 33.5767036),1376.0,728692.7999999999
27115,2021,GA,Georgia,Gwinnett,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.3,,,26.7,36.3,964546,13135,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.0257351 33.9587564),1377.0,30190289.8
32597,2021,GA,Georgia,Habersham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.2,,,25.3,39.6,46774,13137,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.5258749 34.6343924),1378.0,1506122.8
18725,2021,GA,Georgia,Hall,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,32.5,45.3,207369,13139,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.8184997 34.3175689),1379.0,8025180.300000001
19410,2021,GA,Georgia,Hancock,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.6,,,35.5,52.1,8630,13141,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0004653 33.2692195),1412.0,376268.0
22902,2021,GA,Georgia,Haralson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,26.1,41.9,30572,13143,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.2200629 33.7951646),186.0,1033333.5999999999
22298,2021,GA,Georgia,Harris,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.0,,,26.3,40.2,35626,13145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.912432 32.7315494),1413.0,1175658.0
33821,2021,GA,Georgia,Hart,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.9,,,28.4,43.6,26409,13147,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.96329 34.3487328),1414.0,948083.1
25068,2021,GA,Georgia,Heard,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.0,,,28.1,44.5,11565,13149,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.1378862 33.2913469),187.0,416340.0
28818,2021,GA,Georgia,Henry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,31.5,44.5,245235,13151,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1540207 33.4529466),1415.0,9294406.5
18602,2021,GA,Georgia,Houston,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,31.7,44.1,166829,13153,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.6625217 32.4582875),1416.0,6306136.199999999
28021,2021,GA,Georgia,Irwin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.8,,,31.1,47.1,9618,13155,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.2770374 31.6043062),188.0,373178.39999999997
21542,2021,GA,Georgia,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.9,,,24.9,39.0,80286,13157,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.5625568 34.1309052),1417.0,2561123.4
21965,2021,GA,Georgia,Jasper,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.5,,,30.5,46.6,15278,13159,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.6891515 33.3169807),1418.0,588203.0
22471,2021,GA,Georgia,Jeff Davis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.5,,,33.3,50.1,14872,13161,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.6368248 31.8116153),1419.0,617188.0
33875,2021,GA,Georgia,Jefferson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.6,,,35.7,52.3,15524,13163,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4200036 33.0581756),189.0,676846.4
25067,2021,GA,Georgia,Jenkins,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.3,,,34.8,52.0,8639,13165,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9715244 32.7945631),1420.0,374068.69999999995
18679,2021,GA,Georgia,Johnson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,34.9,50.1,9160,13167,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.6639696 32.6945842),1421.0,388384.0
34522,2021,GA,Georgia,Jones,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,29.3,44.5,28400,13169,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.5621958 33.0216636),1422.0,1042280.0000000001
29770,2021,GA,Georgia,Lamar,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,30.4,46.5,19080,13171,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1466893 33.0744405),190.0,732672.0
31890,2021,GA,Georgia,Lanier,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.6,,,33.6,50.6,9907,13173,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0631635 31.0381973),1423.0,412131.2
30030,2021,GA,Georgia,Laurens,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,34.7,46.8,49547,13175,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.9263171 32.3932197),1424.0,2011608.2000000002
25734,2021,GA,Georgia,Lee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.8,,,28.0,42.6,33411,13177,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1466814 31.8184185),191.0,1162702.7999999998
22469,2021,GA,Georgia,Liberty,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,30.9,45.9,65711,13179,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.4578709 31.8074582),1425.0,2516731.3
27792,2021,GA,Georgia,Lincoln,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,30.1,48.1,7749,13181,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4482992 33.7921507),1460.0,299111.4
18648,2021,GA,Georgia,Long,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,30.3,46.1,17152,13183,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.7428697 31.7495633),1461.0,650060.7999999999
